Actor1,Actor10,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
Hayden Christensen,,Natalie Portman,Ewan McGregor,,,,,,,"Hayden Christensen, Natalie Portman, Ewan McGregor",Nominated for 1 Oscar. 21 wins & 71 nominations total,"$310,676,740 ","United States, United Kingdom",N/A,George Lucas,"Action, Adventure, Fantasy",English,54,"Ten years after the invasion of Naboo, the Galactic Republic is facing a Separatist movement and the former queen and now Senator Padmé Amidala travels to Coruscant to vote on a project to create an army to help the Jedi to protect the Republic. Upon arrival, she escapes from an attempt to kill her, and Obi-Wan Kenobi and his Padawan Anakin Skywalker are assigned to protect her. They chase the shape-shifter Zam Wessell but she is killed by a poisoned dart before revealing who hired her. The Jedi Council assigns Obi-Wan Kenobi to discover who has tried to kill Amidala and Anakin to protect her in Naboo. Obi-Wan discovers that the dart is from the planet Kamino, and he heads to the remote planet. He finds an army of clones that has been under production for years for the Republic and that the bounty hunter Jango Fett was the matrix for the clones. Meanwhile Anakin and Amidala fall in love with each other, and he has nightmarish visions of his mother. They travel to his home planet, Tatooine, to see his mother, and he discovers that she has been abducted by Tusken Raiders. Anakin finds his mother dying, and he kills all the Tusken tribe, including the women and children. Obi-Wan follows Jango Fett to the planet Geonosis where he discovers who is behind the Separatist movement. He transmits his discoveries to Anakin since he cannot reach the Jedi Council. Who is the leader of the Separatist movement? Will Anakin receive Obi-Wan's message? And will the secret love between Anakin and Amidala succeed?",https://m.media-amazon.com/images/M/MV5BNTgxMjY2YzUtZmVmNC00YjAwLWJlODMtNDBhNzllNzIzMjgxXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",16-May-02,TRUE,142 min,Star Wars: Episode II - Attack of the Clones,movie,N/A,"George Lucas, Jonathan Hales",2002,tt0121765,6.6,"812,394"
Hayden Christensen,,Natalie Portman,Ewan McGregor,,,,,,,"Hayden Christensen, Natalie Portman, Ewan McGregor",Nominated for 1 Oscar. 29 wins & 64 nominations total,"$414,378,291 ","United States, Italy, Switzerland, Thailand, United Kingdom",N/A,George Lucas,"Action, Adventure, Fantasy",English,68,"Nearly three years have passed since the beginning of the Clone Wars. The Republic, with the help of the Jedi, take on Count Dooku and the Separatists. With a new threat rising, the Jedi Council sends Obi-Wan Kenobi and Anakin Skywalker to aid the captured Chancellor. Anakin feels he is ready to be promoted to Jedi Master. Obi-Wan is hunting down the Separatist General, Grievous. When Anakin has future visions of pain and suffering coming Padmé's way, he sees Master Yoda for counsel. When Darth Sidious executes Order 66, it destroys most of all the Jedi have built. Experience the birth of Darth Vader. Feel the betrayal that leads to hatred between two brothers. And witness the power of hope.",https://m.media-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",19-May-05,TRUE,140 min,Star Wars: Episode III - Revenge of the Sith,movie,N/A,George Lucas,2005,tt0121766,7.6,"907,289"
Mark Hamill,,Harrison Ford,Carrie Fisher,,,,,,,"Mark Hamill, Harrison Ford, Carrie Fisher",Won 6 Oscars. 70 wins & 31 nominations total,"$460,998,507 ",United States,N/A,George Lucas,"Action, Adventure, Fantasy",English,90,"The Imperial Forces, under orders from cruel Darth Vader, hold Princess Leia hostage in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker and Han Solo, captain of the Millennium Falcon, work together with the companionable droid duo R2-D2 and C-3PO to rescue the beautiful princess, help the Rebel Alliance and restore freedom and justice to the Galaxy.",https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",25-May-77,TRUE,121 min,Star Wars: Episode IV - A New Hope,movie,N/A,George Lucas,1977,tt0076759,8.6,"1,550,406"
Mark Hamill,,Harrison Ford,Carrie Fisher,,,,,,,"Mark Hamill, Harrison Ford, Carrie Fisher",Won 1 Oscar. 27 wins & 21 nominations total,"$292,753,960 ",United States,N/A,Irvin Kershner,"Action, Adventure, Fantasy",English,82,"Luke Skywalker, Han Solo, Princess Leia and Chewbacca face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi Master's help will Luke survive when the Dark Side of the Force beckons him into the ultimate duel with Darth Vader.",https://m.media-amazon.com/images/M/MV5BMTkxNGFlNDktZmJkNC00MDdhLTg0MTEtZjZiYWI3MGE5NWIwXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",18-Jun-80,TRUE,124 min,Star Wars: Episode V - The Empire Strikes Back,movie,N/A,"Leigh Brackett, Lawrence Kasdan, George Lucas",1980,tt0080684,8.7,"1,490,112"
Mark Hamill,,Harrison Ford,Carrie Fisher,,,,,,,"Mark Hamill, Harrison Ford, Carrie Fisher",Nominated for 4 Oscars. 25 wins & 23 nominations total,"$316,566,101 ",United States,N/A,Richard Marquand,"Action, Adventure, Fantasy","English, Kikuyu, Tagalog, Kalmyk-Oirat, Quechua, Polish",58,"Luke Skywalker battles Jabba the Hutt and Darth Vader to save his comrades in the Rebel Alliance and triumph over the Galactic Empire. Han Solo and Princess Leia reaffirm their love, and team with Chewbacca, Lando Calrissian, the Ewoks, and droids C-3PO and R2-D2 to aid in the disruption of the Dark Side, and the defeat of the evil emperor.",https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",25-May-83,TRUE,131 min,Star Wars: Episode VI - Return of the Jedi,movie,N/A,"Lawrence Kasdan, George Lucas",1983,tt0086190,8.3,"1,192,608"
Daisy Ridley,,John Boyega,Oscar Isaac,,,,,,,"Daisy Ridley, John Boyega, Oscar Isaac",Nominated for 5 Oscars. 64 wins & 140 nominations total,"$936,662,225 ","United States, United Kingdom",N/A,J.J. Abrams,"Action, Adventure, Sci-Fi",English,80,"30 years after the defeat of Darth Vader and the Empire, Rey, a scavenger from the planet Jakku, finds a BB-8 droid that knows the whereabouts of the long lost Luke Skywalker. Rey, as well as a rogue stormtrooper and two smugglers, are thrown into the middle of a battle between the Resistance and the daunting legions of the First Order.",https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",18-Dec-15,TRUE,138 min,Star Wars: Episode VII - The Force Awakens,movie,N/A,"Lawrence Kasdan, J.J. Abrams, Michael Arndt",2015,tt2488496,7.7,"1,018,738"
Daisy Ridley,,John Boyega,Mark Hamill,,,,,,,"Daisy Ridley, John Boyega, Mark Hamill",Nominated for 4 Oscars. 26 wins & 100 nominations total,"$620,181,382 ",United States,N/A,Rian Johnson,"Action, Adventure, Fantasy",English,84,"Jedi Master-in-hiding Luke Skywalker unwillingly attempts to guide young hopeful Rey in the ways of the force, while Leia, former princess turned general, attempts to lead what is left of the Resistance away from the ruthless tyrannical grip of the First Order.",https://m.media-amazon.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",15-Dec-17,TRUE,152 min,Star Wars: Episode VIII - The Last Jedi,movie,N/A,"Rian Johnson, George Lucas",2017,tt2527336,6.8,"712,276"
Elle Fanning,,AJ Michalka,Kyle Chandler,,,,,,,"Elle Fanning, AJ Michalka, Kyle Chandler",11 wins & 71 nominations total,"$127,004,179 ",United States,N/A,J.J. Abrams,"Action, Sci-Fi, Thriller",English,72,"SPOILER: In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth - something more terrifying than any of them could have imagined.",https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",10-Jun-11,TRUE,112 min,Super 8,movie,N/A,J.J. Abrams,2011,tt1650062,7,"379,157"
Michael Cera,,Jonah Hill,Christopher Mintz-Plasse,,,,,,,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse",11 wins & 24 nominations total,"$121,463,226 ",United States,N/A,Greg Mottola,Comedy,English,76,"Seth and Evan are best friends, inseparable, navigating the last weeks of high school. Usually shunned by the popular kids, Seth and Evan luck into an invitation to a party, and spend a long day, with the help of their nerdy friend Fogell, trying to score enough alcohol to lubricate the party and inebriate two girls, Jules and Becca, so they can kick-start their sex lives and go off to college with a summer full of experience and new skills. Their quest is complicated by Fogell's falling in with two inept cops who both slow and assist the plan. If they do get the liquor to the party, what then? Is sex the only rite of passage at hand?",https://m.media-amazon.com/images/M/MV5BNjk0MzdlZGEtNTRkOC00ZDRiLWJkYjAtMzUzYTRiNzk1YTViXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",17-Aug-07,TRUE,113 min,Superbad,movie,N/A,"Seth Rogen, Evan Goldberg",2007,tt0829482,7.6,"682,160"
Johnny Depp,,Helena Bonham Carter,Alan Rickman,,,,,,,"Johnny Depp, Helena Bonham Carter, Alan Rickman",Won 1 Oscar. 34 wins & 77 nominations total,"$52,898,073 ","United Kingdom, United States",N/A,Tim Burton,"Drama, Horror, Musical","English, Italian",83,"In the Victorian London, the barber Benjamin Barker is married to the gorgeous Lucy and they have a lovely child, Johanna. The beauty of Lucy attracts the attention of the corrupt Judge Turpin, who falsely accuses the barber of a crime that he did not commit and abuses Lucy later after gaining custody of her. After fifteen years in exile, Benjamin returns to London under the new identity of Sweeney Todd, seeking revenge against Turpin. He meets the widow Mrs. Lovett who is the owner of a meat pie shop who tells him that Lucy swallowed arsenic many years ago, and Turpin assigned himself tutor of Johanna. He opens a barber shop above her store, initiating a crime rampage against those who made him suffer and lose his beloved family.",https://m.media-amazon.com/images/M/MV5BMTg3NjUxMzM5NV5BMl5BanBnXkFtZTcwMzQ1NjQzMw@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",21-Dec-07,TRUE,116 min,Sweeney Todd: The Demon Barber of Fleet Street,movie,N/A,"John Logan, Hugh Wheeler, Christopher Bond",2007,tt0408236,7.3,"402,195"
Mark Wahlberg,,Mila Kunis,Seth MacFarlane,,,,,,,"Mark Wahlberg, Mila Kunis, Seth MacFarlane",Nominated for 1 Oscar. 13 wins & 28 nominations total,"$218,815,487 ",United States,N/A,Seth MacFarlane,Comedy,"English, Japanese, Ukrainian",62,"John makes a Christmas miracle happen by bringing his one and only friend to life, his teddy bear. The two grow up together and John must then choose to stay with his girlfriend or keep his friendship with his crude and extremely inappropriate teddy bear, Ted.",https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",29-Jun-12,TRUE,106 min,Ted,movie,N/A,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",2012,tt1637725,6.9,"700,811"
Leonardo DiCaprio,,Cate Blanchett,Kate Beckinsale,,,,,,,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale",Won 5 Oscars. 89 wins & 131 nominations total,"$102,610,330 ","Germany, United States",N/A,Martin Scorsese,"Biography, Drama","English, Persian",77,"Biopic of billionaire Howard Hughes, starting with his early filmmaking years as owner of R.K.O. Pictures, but mostly focusing on his role in designing and promoting new aircraft. Hughes was a risk-taker spending several fortunes on designing experimental aircraft and eventually founding TWA as a rival to Pan Am airlines owned by his great rival Juan Trippe. When Trippe's politico Senator Ralph Owen Brewster accuses Hughes of being a war profiteer, it's Hughes who gains the upper hand. Hughes also had many women in his life including a long relationship with Katharine Hepburn. From an early age, however, Hughes was also germophobic and would have severe bouts of mental illness.",https://m.media-amazon.com/images/M/MV5BYTUyYWJlNDgtOTM5Ny00YTQ3LWFmYTgtZjJiNTNkYjJlMmY4XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",25-Dec-04,TRUE,170 min,The Aviator,movie,N/A,John Logan,2004,tt0338751,7.5,"401,380"
Rod Taylor,,Tippi Hedren,Jessica Tandy,,,,,,,"Rod Taylor, Tippi Hedren, Jessica Tandy",Nominated for 1 Oscar. 5 wins & 7 nominations total,N/A,United States,N/A,Alfred Hitchcock,"Drama, Horror, Mystery","English, Latin",90,"Melanie Daniels is the modern rich socialite, part of the jet-set who always gets what she wants. When lawyer Mitch Brenner sees her in a pet shop, he plays something of a practical joke on her, and she decides to return the favor. She drives about an hour north of San Francisco to Bodega Bay, where Mitch spends the weekends with his mother Lydia and younger sister Cathy. Soon after her arrival, however, the birds in the area begin to act strangely. A seagull attacks Melanie as she is crossing the bay in a small boat, and then, Lydia finds her neighbor dead, obviously the victim of a bird attack. Soon, birds in the hundreds and thousands are attacking anyone they find out of doors. There is no explanation as to why this might be happening, and as the birds continue their vicious attacks, survival becomes the priority.",https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",29-Mar-63,TRUE,119 min,The Birds,movie,N/A,"Daphne Du Maurier, Evan Hunter",1963,tt0056869,7.6,"218,061"
Christian Bale,,Heath Ledger,Aaron Eckhart,,,,,,,"Christian Bale, Heath Ledger, Aaron Eckhart",Won 2 Oscars. 163 wins & 165 nominations total,"$534,987,076 ","United States, United Kingdom",N/A,Christopher Nolan,"Action, Crime, Drama","English, Mandarin",85,"Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.",https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",18-Jul-08,TRUE,152 min,The Dark Knight,movie,N/A,"Jonathan Nolan, Christopher Nolan, David S. Goyer",2008,tt0468569,9.1,"3,115,102"
Christian Bale,,Tom Hardy,Anne Hathaway,,,,,,,"Christian Bale, Tom Hardy, Anne Hathaway",Nominated for 1 BAFTA Award45 wins & 103 nominations total,"$448,149,584 ","United States, United Kingdom",N/A,Christopher Nolan,"Action, Crime, Drama","English, Arabic",78,"Despite his tarnished reputation after the events of The Dark Knight (2008), in which he took the rap for Dent's crimes, Batman feels compelled to intervene to assist the city and its Police force, which is struggling to cope with Bane's plans to destroy the city.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",20-Jul-12,TRUE,164 min,The Dark Knight Rises,movie,N/A,"Jonathan Nolan, Christopher Nolan, David S. Goyer",2012,tt1345836,8.4,"1,964,726"
